test_index,image_id,source_path,source_record_index,true_class,vit_scratch_predicted_class,vit_scratch_confidence,vit_scratch_correct,vit_scratch_failure_image,mamba_scratch_predicted_class,mamba_scratch_confidence,mamba_scratch_correct,mamba_scratch_failure_image,vit_pretrained_finetuned_predicted_class,vit_pretrained_finetuned_confidence,vit_pretrained_finetuned_correct,vit_pretrained_finetuned_failure_image,mamba_kd_from_scratch_vit_predicted_class,mamba_kd_from_scratch_vit_confidence,mamba_kd_from_scratch_vit_correct,mamba_kd_from_scratch_vit_failure_image,mamba_kd_from_pretrained_vit_predicted_class,mamba_kd_from_pretrained_vit_confidence,mamba_kd_from_pretrained_vit_correct,mamba_kd_from_pretrained_vit_failure_image,failure_count,failed_models,failed_three_or_more,failed_all_models,scratch_pair_teacher_failed_student_passed,scratch_pair_student_failed_teacher_passed,pretrained_pair_teacher_failed_student_passed,pretrained_pair_student_failed_teacher_passed
3977,cifar10_test_03977,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,3977,cat,frog,0.7824347615242004,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/03977_true-cat_pred-frog.png,frog,0.9998267292976379,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/03977_true-cat_pred-frog.png,frog,0.9999648332595825,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/03977_true-cat_pred-frog.png,frog,0.999919056892395,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/03977_true-cat_pred-frog.png,frog,0.9999932050704956,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/03977_true-cat_pred-frog.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4012,cifar10_test_04012,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4012,cat,deer,0.6890878677368164,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04012_true-cat_pred-deer.png,horse,0.8138156533241272,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04012_true-cat_pred-horse.png,dog,0.9690784811973572,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04012_true-cat_pred-dog.png,dog,0.9408096671104431,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04012_true-cat_pred-dog.png,deer,0.8362901210784912,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04012_true-cat_pred-deer.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4152,cifar10_test_04152,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4152,dog,automobile,0.9544523358345032,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04152_true-dog_pred-automobile.png,cat,0.6778266429901123,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04152_true-dog_pred-cat.png,cat,0.999976396560669,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04152_true-dog_pred-cat.png,automobile,0.9246916174888611,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04152_true-dog_pred-automobile.png,cat,0.9474155902862549,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04152_true-dog_pred-cat.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4198,cifar10_test_04198,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4198,ship,deer,0.9697092175483704,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04198_true-ship_pred-deer.png,airplane,0.9999761581420898,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04198_true-ship_pred-airplane.png,airplane,0.897052526473999,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04198_true-ship_pred-airplane.png,airplane,0.9916000366210938,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04198_true-ship_pred-airplane.png,airplane,0.9999914169311523,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04198_true-ship_pred-airplane.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4276,cifar10_test_04276,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4276,truck,automobile,0.5097704529762268,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04276_true-truck_pred-automobile.png,automobile,0.9999995231628418,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04276_true-truck_pred-automobile.png,automobile,0.9999743700027466,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04276_true-truck_pred-automobile.png,automobile,0.5580539107322693,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04276_true-truck_pred-automobile.png,automobile,0.9989759922027588,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04276_true-truck_pred-automobile.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4528,cifar10_test_04528,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4528,dog,deer,0.992555558681488,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04528_true-dog_pred-deer.png,deer,0.9830136299133301,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04528_true-dog_pred-deer.png,deer,0.9437574744224548,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04528_true-dog_pred-deer.png,deer,0.9947978258132935,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04528_true-dog_pred-deer.png,deer,0.9992563128471375,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04528_true-dog_pred-deer.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4614,cifar10_test_04614,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4614,cat,horse,0.5558836460113525,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04614_true-cat_pred-horse.png,dog,0.45200636982917786,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04614_true-cat_pred-dog.png,dog,0.9999051094055176,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04614_true-cat_pred-dog.png,dog,0.9901942610740662,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04614_true-cat_pred-dog.png,dog,0.9999926090240479,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04614_true-cat_pred-dog.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4646,cifar10_test_04646,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4646,bird,dog,0.9783404469490051,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04646_true-bird_pred-dog.png,cat,0.8309738636016846,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04646_true-bird_pred-cat.png,cat,0.9999969005584717,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04646_true-bird_pred-cat.png,cat,0.8385735154151917,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04646_true-bird_pred-cat.png,dog,0.9612483978271484,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04646_true-bird_pred-dog.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4686,cifar10_test_04686,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4686,airplane,ship,0.9959717392921448,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04686_true-airplane_pred-ship.png,ship,0.9732228517532349,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04686_true-airplane_pred-ship.png,ship,0.9997580647468567,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04686_true-airplane_pred-ship.png,ship,0.9557663202285767,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04686_true-airplane_pred-ship.png,ship,0.9999513626098633,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04686_true-airplane_pred-ship.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4740,cifar10_test_04740,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4740,dog,frog,0.6395324468612671,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04740_true-dog_pred-frog.png,cat,0.9954984188079834,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04740_true-dog_pred-cat.png,cat,0.9999784231185913,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04740_true-dog_pred-cat.png,cat,0.6576749086380005,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04740_true-dog_pred-cat.png,cat,0.9996016621589661,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04740_true-dog_pred-cat.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4906,cifar10_test_04906,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4906,dog,horse,0.5967375636100769,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04906_true-dog_pred-horse.png,cat,0.8463840484619141,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04906_true-dog_pred-cat.png,cat,0.9998878240585327,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04906_true-dog_pred-cat.png,cat,0.5414506196975708,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04906_true-dog_pred-cat.png,cat,0.9977715015411377,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04906_true-dog_pred-cat.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4910,cifar10_test_04910,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4910,ship,truck,0.9999452829360962,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04910_true-ship_pred-truck.png,truck,0.9999949932098389,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04910_true-ship_pred-truck.png,truck,0.9999651908874512,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04910_true-ship_pred-truck.png,truck,0.9999004602432251,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04910_true-ship_pred-truck.png,truck,0.9999885559082031,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04910_true-ship_pred-truck.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4931,cifar10_test_04931,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4931,truck,automobile,0.6638485193252563,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04931_true-truck_pred-automobile.png,automobile,0.9213523268699646,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04931_true-truck_pred-automobile.png,automobile,0.9999936819076538,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04931_true-truck_pred-automobile.png,automobile,0.772090494632721,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04931_true-truck_pred-automobile.png,automobile,0.9998034834861755,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04931_true-truck_pred-automobile.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4964,cifar10_test_04964,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4964,dog,deer,0.8787739872932434,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04964_true-dog_pred-deer.png,deer,0.9697892069816589,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04964_true-dog_pred-deer.png,horse,0.9999661445617676,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04964_true-dog_pred-horse.png,deer,0.838948667049408,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04964_true-dog_pred-deer.png,bird,0.6210060119628906,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04964_true-dog_pred-bird.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
4965,cifar10_test_04965,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,4965,cat,deer,0.9965692758560181,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/04965_true-cat_pred-deer.png,deer,0.9999964237213135,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/04965_true-cat_pred-deer.png,deer,0.999969482421875,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/04965_true-cat_pred-deer.png,deer,0.9974454641342163,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/04965_true-cat_pred-deer.png,deer,0.9999936819076538,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/04965_true-cat_pred-deer.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
5211,cifar10_test_05211,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,5211,horse,ship,0.7602519392967224,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/05211_true-horse_pred-ship.png,deer,0.8616911172866821,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/05211_true-horse_pred-deer.png,deer,0.9997132420539856,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/05211_true-horse_pred-deer.png,ship,0.9441380500793457,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/05211_true-horse_pred-ship.png,deer,0.996817946434021,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/05211_true-horse_pred-deer.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
5410,cifar10_test_05410,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,5410,cat,horse,0.8593843579292297,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/05410_true-cat_pred-horse.png,horse,0.8653126358985901,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/05410_true-cat_pred-horse.png,dog,0.9999970197677612,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/05410_true-cat_pred-dog.png,horse,0.9349582195281982,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/05410_true-cat_pred-horse.png,dog,0.9851926565170288,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/05410_true-cat_pred-dog.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
5416,cifar10_test_05416,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,5416,truck,automobile,0.9977091550827026,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/05416_true-truck_pred-automobile.png,automobile,0.9999979734420776,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/05416_true-truck_pred-automobile.png,automobile,0.9999924898147583,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/05416_true-truck_pred-automobile.png,automobile,0.9070109724998474,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/05416_true-truck_pred-automobile.png,automobile,0.9999971389770508,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/05416_true-truck_pred-automobile.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
5426,cifar10_test_05426,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,5426,dog,cat,0.9997597336769104,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/05426_true-dog_pred-cat.png,cat,0.9999691247940063,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/05426_true-dog_pred-cat.png,cat,0.9999829530715942,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/05426_true-dog_pred-cat.png,cat,0.9943639039993286,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/05426_true-dog_pred-cat.png,cat,0.9999969005584717,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/05426_true-dog_pred-cat.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
5458,cifar10_test_05458,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,5458,cat,deer,0.8618432283401489,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/05458_true-cat_pred-deer.png,frog,0.7976152896881104,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/05458_true-cat_pred-frog.png,frog,0.9987647533416748,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/05458_true-cat_pred-frog.png,frog,0.8807339668273926,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/05458_true-cat_pred-frog.png,frog,0.9998959302902222,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/05458_true-cat_pred-frog.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
5864,cifar10_test_05864,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,5864,truck,automobile,0.5395998358726501,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/05864_true-truck_pred-automobile.png,automobile,0.6594783663749695,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/05864_true-truck_pred-automobile.png,automobile,0.9999951124191284,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/05864_true-truck_pred-automobile.png,automobile,0.9492861032485962,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/05864_true-truck_pred-automobile.png,automobile,0.9973599314689636,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/05864_true-truck_pred-automobile.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
5881,cifar10_test_05881,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,5881,cat,dog,0.9951530694961548,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/05881_true-cat_pred-dog.png,dog,0.9941391944885254,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/05881_true-cat_pred-dog.png,dog,0.5298681259155273,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/05881_true-cat_pred-dog.png,dog,0.9999313354492188,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/05881_true-cat_pred-dog.png,dog,1.0,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/05881_true-cat_pred-dog.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
6257,cifar10_test_06257,/home/tariq/Desktop/Awais-Tariq/base-KD/data/cifar-10-batches-py/test_batch,6257,dog,cat,0.838346540927887,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_scratch/failure_images/06257_true-dog_pred-cat.png,bird,0.9615840315818787,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_scratch/failure_images/06257_true-dog_pred-bird.png,cat,0.9882212281227112,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/vit_pretrained_finetuned/failure_images/06257_true-dog_pred-cat.png,cat,0.559444785118103,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_scratch_vit/failure_images/06257_true-dog_pred-cat.png,cat,0.9998576641082764,False,/home/tariq/Desktop/Awais-Tariq/base-KD/reports/cifar10_full_audit/mamba_kd_from_pretrained_vit/failure_images/06257_true-dog_pred-cat.png,5,vit_scratch;mamba_scratch;vit_pretrained_finetuned;mamba_kd_from_scratch_vit;mamba_kd_from_pretrained_vit,True,True,False,False,False,False
